,Depth,HDEPT,SWOB,HKLD,STQ,DWOB,DTQ,RPM,LPM,SPP,ROP
0,0.0,0.0,0.3862631718820478,0.12000986923885382,0.5717266639722406,0.19011715091003029,0.21739130434782594,0.9875811293031327,0.999005856899491,0.8852254924829818,0.42644320531543967
1,4.1473399000846456e-05,4.1473399000846456e-05,0.3859231498865678,0.1202094385338155,0.564814838717594,0.19012908906772058,0.21739130434782594,0.9877569772054636,0.9989744124462153,0.8867536018341963,0.42644320531543967
2,0.0016843323178954428,0.0016843323178954428,0.38558312789108773,0.12040900782877095,0.5579030134629472,0.1901410272254107,0.21739130434782594,0.9879328251077939,0.9989429679929399,0.8882817111854103,0.42644320531543967
3,0.0001256400028557536,0.0001256400028557536,0.38796326673458736,0.11901123223230314,0.5588158920403895,0.19015296538310097,0.21739130434782594,0.9895373883100846,0.9988627434134624,0.884262114441221,0.424270639699718
4,0.00016772330478298514,0.00016772330478298514,0.3903434055780869,0.11761345663583267,0.5597287706178312,0.19016490354079124,0.21739130434782594,0.9911419515123752,0.9987825188339848,0.8802425176970319,0.4220980740839966
5,0.0018242946711732877,0.0018242946711732877,0.3927235444215865,0.11621568103936575,0.5606416491952734,0.19017684169848156,0.21739130434782594,0.9927465147146659,0.9987022942545073,0.8762229209528426,0.4199255084682749
6,0.0002512800057115072,0.0002512800057115072,0.38932333959164683,0.11821263528681136,0.5663797759477105,0.19018877985617164,0.21739130434782594,0.9932080863342027,0.9987662674100969,0.8763059756097212,0.4199255084682749
7,0.00029275340471235367,0.00029275340471235367,0.3859231347617069,0.12020958953425698,0.5721179027001476,0.19020071801386196,0.21739130434782594,0.9936696579537398,0.9988302405656867,0.8763890302666003,0.4199255084682749
8,0.0019444717735166428,0.0019444717735166428,0.3825229299317673,0.12220654378170348,0.5778560294525847,0.19021265617155222,0.21739130434782594,0.9941312295732765,0.9988942137212763,0.8764720849234788,0.4199255084682749
9,0.00037631010564043166,0.00037631010564043166,0.38048281308374765,0.12340459908276635,0.5774648084061863,0.19022459432924252,0.21739130434782594,0.9935597491682063,0.9989256581745515,0.8799435513720415,0.4199255084682749
10,0.0004183934075676632,0.0004183934075676632,0.37844269623572824,0.12460265438383544,0.5770735873597882,0.19023653248693265,0.21739130434782594,0.9929882687631363,0.9989571026278269,0.8834150178206039,0.4199255084682749
11,0.0020644043047863825,0.0020644043047863825,0.3764025793877087,0.12580070968490986,0.5766823663133899,0.1902484706446229,0.21739130434782594,0.9924167883580661,0.9989885470811021,0.8868864842691666,0.4199255084682749
12,0.0005019501084961853,0.0005019501084961853,0.38218292306114804,0.12240612195904532,0.570422582029909,0.19026040880231324,0.21739130434782594,0.9921969707869991,0.9989245735151234,0.8840960304366794,0.4199255084682749
13,0.0005440334104238609,0.0005440334104238609,0.38796326673458736,0.11901153423318256,0.5641627977464282,0.1902723469600033,0.21739130434782594,0.9919771532159328,0.9988605999491448,0.881305576604192,0.4199255084682749
14,0.0005861167123510924,0.0005861167123510924,0.3937436104080267,0.11561694650731802,0.5579030134629472,0.19028428511769363,0.21739130434782594,0.9917573356448665,0.9987966263831659,0.8785151227717046,0.4199255084682749
15,0.000628200014278324,0.000628200014278324,0.3930635664170666,0.11581652468466785,0.5653364962486377,0.1902962232753839,0.21739130434782594,0.992812420860806,0.9988454069197571,0.8788306898814813,0.4199255084682749
16,0.0006702833162059996,0.0006702833162059996,0.3923835224261065,0.1160161028620168,0.5727699790343281,0.1903081614330742,0.21739130434782594,0.9938675060767447,0.9988941874563485,0.8791462569912584,0.4199255084682749
17,0.0023245431505052316,0.0023245431505052316,0.39170347843514636,0.11621568103936575,0.5802034618200186,0.19032009959076432,0.21739130434782594,0.9949225912926842,0.9989429679929399,0.8794618241010351,0.4199255084682749
18,0.0007538400171345216,0.0007538400171345216,0.39136345643966614,0.11641541021715618,0.5803338806231566,0.19033203774845459,0.21739130434782594,0.9918673103717148,0.9989744124462153,0.881538063633354,0.4199255084682749
19,0.000795313416134924,0.000795313416134924,0.3910234344441862,0.11661513939494128,0.5804642994262945,0.19034397590614485,0.21658615136876003,0.988812029450745,0.999005856899491,0.8836143031656729,0.4199255084682749
20,0.0024447202528485867,0.0024447202528485867,0.39068341244870625,0.1168148685727326,0.580594718229433,0.19034397590614485,0.21578099838969383,0.9857567485297757,0.9990373013527664,0.8856905426979919,0.4199255084682749
21,0.0008794800199898312,0.0008794800199898312,0.39136345643966614,0.11661513939494128,0.5752478125233954,0.19034397590614485,0.21497584541062797,0.9843060330091408,0.998989605475603,0.884096004898421,0.4199255084682749
22,0.0009215633219170627,0.0009215633219170627,0.39204350043062636,0.11641541021715618,0.5699009068173578,0.19034397590614485,0.21417069243156195,0.9828553174885059,0.9989419095984394,0.8825014670988502,0.4199255084682749
23,0.0026247410303379404,0.0026247410303379404,0.3927235444215865,0.11621568103936575,0.5645540011113204,0.19034397590614485,0.2133655394524961,0.9814046019678708,0.9988942137212763,0.8809069292992798,0.4199255084682749
24,0.0010057299257719698,0.0010057299257719698,0.39204350043062636,0.1166151305125478,0.5653364785671315,0.19034397590614485,0.21256038647343006,0.981074875611271,0.9988616846085728,0.8820363914601027,0.4199255084682749
25,0.0010472033247732604,0.0010472033247732604,0.39136345643966614,0.11701457998573694,0.566118956022943,0.19034397590614485,0.21175523349436398,0.9807451492546713,0.9988291554958694,0.8831658536209253,0.4199255084682749
26,0.002724888310672302,0.002724888310672302,0.39068341244870625,0.1174140294589252,0.5669014334787542,0.19034397590614485,0.21095008051529807,0.9804154228980714,0.9987966263831659,0.8842953157817481,0.4199255084682749
27,0.0011307600257031147,0.0011307600257031147,0.39170347843514625,0.11681500180839333,0.5645540187928265,0.19034397590614485,0.2101449275362321,0.9839103367631297,0.9988605999491448,0.8826509503186057,0.4252017365464664
28,0.00117284332762857,0.00117284332762857,0.3927235444215865,0.11621597415785523,0.5622066041068985,0.19034397590614485,0.20933977455716607,0.9874052506281887,0.9989245735151234,0.8810065848554635,0.4304779646246579
29,0.0012149266295562455,0.0012149266295562455,0.3937436104080267,0.11561694650732424,0.5598591894209708,0.19034397590614485,0.20853462157810004,0.9909001644932475,0.9989885470811021,0.8793622193923216,0.43575419270284954
30,0.001256400028557092,0.001256400028557092,0.39442365439898686,0.11501791885680479,0.5669014334787554,0.19034397590614485,0.20772946859903413,0.9914276752295815,0.9989245735151234,0.8780998494873122,0.43575419270284954
31,0.0012984833304847676,0.0012984833304847676,0.3951036983899469,0.11441889120628446,0.5739436775365404,0.19034397590614485,0.2069243156199682,0.9919551859659158,0.9988605999491448,0.8768374795823032,0.43575419270284954
32,0.002964997944285397,0.002964997944285397,0.395783742380907,0.11381986355577123,0.5809859215943252,0.19034397590614485,0.2061191626409022,0.9924826967022498,0.9987966263831659,0.8755751096772943,0.43575419270284954
33,0.0013820400314128456,0.0013820400314128456,0.3927235595464472,0.11581667568514487,0.5745957361892149,0.19034397590614485,0.20531400966183616,0.9905044704452807,0.9988768513730327,0.8758741014260223,0.43575419270284954
34,0.0014241233333400771,0.0014241233333400771,0.3896633767119876,0.11781348781452472,0.5682055507841042,0.19034397590614485,0.20450885668277013,0.9885262441883117,0.9989570763628995,0.8761730931747505,0.43575419270284954
35,0.0014662066352673087,0.0014662066352673087,0.38660319387752795,0.11981029994389836,0.5618153653789942,0.19034397590614485,0.20370370370370428,0.9865480179313427,0.9990373013527664,0.8764720849234788,0.43575419270284954
36,0.0015076800342685992,0.0015076800342685992,0.3842230550340283,0.1210083552449488,0.5644235999896897,0.19034397590614485,0.20289855072463825,0.9863282003602764,0.998989605475603,0.8807906479926585,0.43575419270284954
37,0.0015497633361958307,0.0015497633361958307,0.3818429161905286,0.12220641054600012,0.5670318346003849,0.19034397590614485,0.20370370370370428,0.9861083827892093,0.9989419095984394,0.8851092110618383,0.43575419270284954
38,0.0032451666120127953,0.0032451666120127953,0.3794627773470291,0.12340446584705145,0.5696400692110803,0.19035237683192685,0.20450885668277013,0.985888565218143,0.9988942137212763,0.8894277741310178,0.43575419270284954
39,0.0016333200371243528,0.0016333200371243528,0.3859231650114286,0.11961041976563092,0.5636411225338754,0.19036077775770885,0.20531400966183616,0.9851632063588034,0.9988465182545024,0.8843949714524544,0.43575419270284954
40,0.0016754033390515843,0.0016754033390515843,0.3923835526758281,0.1158163736842086,0.557642175856671,0.19036917868349082,0.2061191626409022,0.9844378474994637,0.9987988227877284,0.8793621687738904,0.43575419270284954
